,Transaction_date,Transaction_ID,Gender,Age,Marital_status,State_names,Segment,Employees_status,Payment_method,Referal,Amount_spent
1213,1/30/2020,152401,Female,49.0,Married,Pennsylvania,Platinum,Unemployment,Card,0.0,601.43
1214,1/30/2020,152402,Male,66.0,Single,Hawaii,Basic,Employees,PayPal,0.0,1330.79
1215,1/30/2020,152403,Female,49.0,Married,South Dakota,Gold,Employees,PayPal,1.0,999.93
1216,1/30/2020,152404,Female,37.0,Single,Colorado,Missing,workers,PayPal,1.0,118.48
1217,1/30/2020,152405,Male,74.0,Married,Louisiana,Basic,workers,Other,1.0,933.78
1218,1/31/2020,152406,Male,77.0,Married,Georgia,Missing,workers,Card,0.0,1270.63
1219,1/31/2020,152407,Male,39.0,Married,Louisiana,Missing,Employees,PayPal,0.0,1396.59
1220,1/31/2020,152408,Female,42.0,Married,Montana,Gold,Employees,PayPal,1.0,915.11
1221,1/31/2020,152409,Female,41.0,Single,Ohio,Basic,workers,Card,0.0,1098.07
1222,1/31/2020,152410,Female,59.0,Married,Virginia,Basic,self-employed,Other,1.0,
1223,2/1/2020,152411,Male,41.0,Single,Massachusetts,Basic,Employees,Other,1.0,1958.74
1224,2/1/2020,152412,Female,15.0,Married,Illinois,Silver,workers,Card,1.0,1228.67
1225,2/1/2020,152413,Female,63.0,Single,New Mexico,Silver,Employees,Other,,911.81
1226,2/1/2020,152414,Female,16.0,Married,Utah,Platinum,self-employed,Other,0.0,2457.09
1227,2/2/2020,152415,Female,61.0,Married,Vermont,Basic,workers,Other,1.0,
1228,2/2/2020,152416,Male,68.0,Single,Massachusetts,Basic,self-employed,Other,1.0,2969.59
1229,2/3/2020,152417,Female,25.0,Married,Georgia,Silver,Employees,PayPal,1.0,2626.08
1230,2/3/2020,152418,Female,57.0,Single,South Carolina,Missing,workers,Card,1.0,1438.69
1231,2/5/2020,152419,Female,67.0,Married,New Hampshire,Silver,workers,Card,1.0,1659.67
1232,2/5/2020,152420,Male,75.0,Married,Washington,Platinum,workers,PayPal,1.0,1747.54
1233,2/5/2020,152421,Male,25.0,Married,New Jersey,Silver,workers,PayPal,1.0,
1234,2/6/2020,152422,Female,44.0,Single,Michigan,Basic,Employees,PayPal,0.0,
1235,2/6/2020,152423,Male,51.0,Married,Ohio,Gold,workers,Other,0.0,295.67
1236,2/6/2020,152424,Female,39.0,Married,Ohio,Missing,self-employed,Card,0.0,1659.23
1237,2/8/2020,152425,Male,30.0,Married,Florida,Basic,workers,Other,1.0,1056.1
1238,2/8/2020,152426,Female,70.0,Married,Rhode Island,Silver,workers,Other,0.0,988.82
1239,2/9/2020,152427,Male,70.0,Married,Florida,Basic,self-employed,PayPal,1.0,153.01
1240,2/9/2020,152428,Female,21.0,Single,Georgia,Platinum,workers,PayPal,0.0,438.2
1241,2/10/2020,152429,Female,62.0,Married,Tennessee,Basic,Unemployment,Other,1.0,1728.43
1242,2/10/2020,152430,Male,44.0,Single,Michigan,Silver,self-employed,PayPal,0.0,1590.63
1243,2/11/2020,152431,Male,66.0,Married,Idaho,Basic,Employees,Card,,1960.94
1244,2/11/2020,152432,Male,50.0,Married,Kansas,Basic,workers,Other,1.0,
1245,2/11/2020,152433,Female,51.0,Married,Montana,Basic,Employees,Other,0.0,2582.89
1246,2/12/2020,152434,Female,54.0,Married,Alaska,Basic,Unemployment,Card,1.0,1118.41
1247,2/12/2020,152435,Male,43.0,Married,Arkansas,Silver,workers,Card,1.0,
1248,2/13/2020,152436,Male,50.0,Single,New Jersey,Silver,self-employed,PayPal,0.0,454.37
1249,2/14/2020,152437,Female,44.0,Single,Florida,Basic,workers,PayPal,0.0,1778.33
1250,2/14/2020,152438,Male,42.0,Married,Nebraska,Basic,workers,Other,1.0,1613.31
1251,2/15/2020,152439,Male,41.0,Married,West Virginia,Platinum,workers,Other,1.0,2501.89
1252,2/15/2020,152440,Male,64.0,Single,Texas,Missing,Unemployment,Other,,1403.77
1253,2/15/2020,152441,Female,78.0,Married,North Dakota,Basic,Employees,Card,0.0,99.55
1254,2/16/2020,152442,Female,16.0,Married,Nevada,Platinum,workers,Card,1.0,2988.13
1255,2/16/2020,152443,Female,49.0,Single,Missouri,Basic,Unemployment,Card,1.0,1600.78
1256,2/16/2020,152444,Female,62.0,Married,Idaho,Silver,self-employed,Other,0.0,2481.34
1257,2/16/2020,152445,Male,65.0,Single,Minnesota,Basic,workers,PayPal,1.0,567.18
1258,2/16/2020,152446,Male,51.0,Married,Vermont,Platinum,workers,PayPal,1.0,
1259,2/16/2020,152447,Female,47.0,Single,Indiana,Basic,Employees,Card,1.0,567.78
1260,2/16/2020,152448,Male,22.0,Married,Arizona,Basic,Employees,Other,1.0,1021.49
1261,2/17/2020,152449,Female,58.0,Single,Maine,Basic,workers,Other,1.0,1771.53
1262,2/18/2020,152450,Female,21.0,Single,Rhode Island,Silver,workers,Other,,1885.48
1263,2/18/2020,152451,Female,72.0,Single,New Mexico,Missing,workers,Other,0.0,2402.44
1264,2/18/2020,152452,Male,22.0,Single,Colorado,Platinum,Employees,PayPal,1.0,2789.94
1265,2/18/2020,152453,Male,21.0,Married,Delaware,Basic,workers,Card,0.0,1167.4
1266,2/18/2020,152454,Male,62.0,Single,North Carolina,Basic,Unemployment,Card,1.0,1757.1
1267,2/19/2020,152455,Female,77.0,Married,Washington,Silver,workers,PayPal,1.0,881.16
1268,2/19/2020,152456,Female,62.0,Married,Massachusetts,Basic,Employees,PayPal,1.0,2640.97
1269,2/19/2020,152457,Male,48.0,Married,Oklahoma,Gold,Employees,Card,1.0,1522.01
1270,2/19/2020,152458,Female,22.0,Married,Maine,Basic,Unemployment,PayPal,1.0,1405.08
1271,2/20/2020,152459,Male,78.0,Single,Virginia,Gold,Employees,Card,0.0,1764.55
1272,2/20/2020,152460,Male,75.0,Married,Nebraska,Basic,workers,Other,1.0,820.94
1273,2/20/2020,152461,Male,70.0,Married,Rhode Island,Platinum,Employees,Other,1.0,2772.92
1274,2/20/2020,152462,Male,77.0,Married,Kentucky,Silver,Employees,Other,1.0,583.11
1275,2/21/2020,152463,Female,58.0,Single,Illinois,Basic,workers,PayPal,1.0,405.51
1276,2/21/2020,152464,Female,44.0,Married,Iowa,Basic,self-employed,PayPal,1.0,2903.28
1277,2/21/2020,152465,Female,71.0,Single,South Dakota,Gold,Employees,PayPal,0.0,2706.14
1278,2/21/2020,152466,Female,15.0,Married,Minnesota,Basic,Unemployment,PayPal,1.0,330.61
1279,2/22/2020,152467,Female,50.0,Single,Colorado,Basic,,PayPal,1.0,1640.63
1280,2/22/2020,152468,Female,29.0,Single,Florida,Platinum,Employees,Other,0.0,781.71
1281,2/23/2020,152469,Female,61.0,Married,Minnesota,Missing,Employees,PayPal,1.0,2919.78
1282,2/23/2020,152470,Male,50.0,Married,Indiana,Basic,workers,Card,1.0,1829.21
1283,2/24/2020,152471,Male,67.0,Single,Arkansas,Basic,Unemployment,PayPal,0.0,166.09
1284,2/24/2020,152472,Male,66.0,Married,Wisconsin,Basic,Employees,Other,0.0,1272.77
1285,2/24/2020,152473,Male,47.0,Married,Pennsylvania,Platinum,Employees,PayPal,0.0,2633.65
1286,2/24/2020,152474,Male,16.0,Married,Tennessee,Basic,Employees,PayPal,0.0,795.97
1287,2/24/2020,152475,Female,38.0,Single,Ohio,Basic,Employees,Other,0.0,1060.68
1288,2/25/2020,152476,Female,62.0,Married,New Mexico,Platinum,Employees,PayPal,1.0,1401.41
1289,2/25/2020,152477,Male,40.0,Single,Georgia,Silver,Employees,PayPal,1.0,966.13
1290,2/25/2020,152478,Female,30.0,Single,Idaho,Basic,,PayPal,0.0,2706.19
1291,2/26/2020,152479,Female,22.0,Married,Mississippi,Basic,workers,Other,1.0,1624.2
1292,2/26/2020,152480,Female,36.0,Single,New Mexico,Gold,self-employed,Other,0.0,203.83
1293,2/26/2020,152481,Male,53.0,Single,Michigan,Platinum,Employees,PayPal,1.0,1793.15
1294,2/26/2020,152482,Male,,Married,Nevada,Silver,Employees,PayPal,,269.06
1295,2/26/2020,152483,Female,29.0,Single,Oregon,Missing,self-employed,Other,0.0,2580.54
1296,2/27/2020,152484,Female,78.0,Married,Kentucky,Basic,Employees,PayPal,1.0,818.33
1297,2/28/2020,152485,Male,53.0,Single,New Mexico,Basic,Employees,PayPal,1.0,2948.12
1298,2/28/2020,152486,Female,26.0,Single,New Jersey,Basic,Employees,Card,0.0,131.54
1299,2/28/2020,152487,Male,43.0,Married,Idaho,Silver,Employees,Card,1.0,2902.45
1300,2/28/2020,152488,Female,71.0,Single,Nevada,Platinum,Employees,PayPal,1.0,1301.11
1301,2/28/2020,152489,Female,75.0,Married,Maryland,Platinum,Employees,PayPal,1.0,2740.01
1302,2/29/2020,152490,Male,38.0,Single,Michigan,Silver,workers,PayPal,1.0,2813.89
1303,3/2/2020,152491,Male,60.0,Single,Oregon,Gold,workers,PayPal,0.0,1142.85
1304,3/2/2020,152492,Male,26.0,Married,Maryland,Silver,Employees,PayPal,1.0,8.67
1305,3/3/2020,152493,Male,76.0,Single,Maine,Basic,self-employed,PayPal,0.0,2757.85
1306,3/4/2020,152494,Male,32.0,Single,Kentucky,Silver,workers,PayPal,1.0,2750.32
1307,3/4/2020,152495,Female,51.0,Married,Alaska,Basic,Employees,Other,1.0,2594.75
1308,3/4/2020,152496,Female,,Married,Louisiana,Basic,Employees,Other,0.0,720.49
1309,3/5/2020,152497,Male,61.0,Married,Kansas,Basic,,Card,1.0,126.08
1310,3/5/2020,152498,Female,66.0,Married,Oregon,Basic,Employees,PayPal,,1610.44
1311,3/5/2020,152499,Female,63.0,Single,Oregon,Basic,workers,PayPal,1.0,1462.64
1312,3/6/2020,152500,Female,56.0,Married,Florida,Basic,Unemployment,Other,1.0,2741.78
1313,3/6/2020,152501,Female,72.0,Single,Arizona,Gold,Employees,Other,1.0,2906.76
1314,3/7/2020,152502,Male,51.0,Single,Idaho,Basic,Employees,PayPal,1.0,1100.58
1315,3/7/2020,152503,Female,58.0,Married,Massachusetts,Basic,Employees,PayPal,0.0,290.5
1316,3/7/2020,152504,Male,19.0,Single,Minnesota,Silver,workers,Other,1.0,1762.99
1317,3/7/2020,152505,Male,59.0,Married,New Hampshire,Silver,self-employed,PayPal,1.0,1177.86
1318,3/7/2020,152506,Female,43.0,Single,Pennsylvania,Silver,Employees,PayPal,1.0,501.28
1319,3/8/2020,152507,Female,58.0,Single,New Jersey,Platinum,self-employed,Card,1.0,508.39
1320,3/8/2020,152508,Male,37.0,Married,Rhode Island,Silver,Unemployment,Card,0.0,2480.31
1321,3/8/2020,152509,Male,77.0,Single,Texas,Silver,workers,Other,1.0,332.43
1322,3/9/2020,152510,Female,40.0,Married,Delaware,Basic,Employees,PayPal,1.0,902.85
1323,3/9/2020,152511,Female,37.0,Married,South Carolina,Silver,workers,PayPal,1.0,1383.85
1324,3/9/2020,152512,Male,43.0,Married,Delaware,Basic,Unemployment,Other,1.0,
1325,3/10/2020,152513,Female,19.0,Married,Pennsylvania,Platinum,Employees,PayPal,0.0,
1326,3/10/2020,152514,Female,39.0,Married,Indiana,Silver,self-employed,Other,1.0,810.56
1327,3/10/2020,152515,Female,27.0,Married,Kentucky,Silver,workers,Other,0.0,2957.04
1328,3/11/2020,152516,Female,19.0,Married,Utah,Gold,Unemployment,Card,0.0,1101.86
1329,3/11/2020,152517,Male,65.0,Married,California,Basic,Unemployment,PayPal,1.0,884.14
1330,3/11/2020,152518,Male,27.0,Single,Wisconsin,Platinum,Unemployment,Other,1.0,
1331,3/13/2020,152519,Male,19.0,Married,Wisconsin,Platinum,workers,PayPal,0.0,719.49
1332,3/13/2020,152520,Male,16.0,Married,Mississippi,Platinum,workers,Other,1.0,1222.43
1333,3/13/2020,152521,Female,37.0,Married,Nevada,Silver,self-employed,Other,0.0,507.25
1334,3/13/2020,152522,Female,30.0,Single,Texas,Missing,Employees,PayPal,0.0,2457.09
1335,3/14/2020,152523,Female,34.0,Married,Kentucky,Basic,Employees,Card,0.0,2015.07
1336,3/15/2020,152524,Male,57.0,Single,New Mexico,Platinum,workers,PayPal,,57.81
1337,3/15/2020,152525,Female,21.0,Married,Missouri,Basic,self-employed,PayPal,,2944.92
1338,3/17/2020,152526,Male,17.0,Married,Wisconsin,Platinum,self-employed,Card,0.0,411.33
1339,3/17/2020,152527,Male,60.0,Married,Georgia,Basic,self-employed,PayPal,1.0,2712.47
1340,3/17/2020,152528,Male,76.0,Married,North Carolina,Platinum,workers,PayPal,0.0,1133.76
1341,3/17/2020,152529,Male,43.0,Single,New Mexico,Platinum,self-employed,PayPal,1.0,828.36
1342,3/18/2020,152530,Male,19.0,Married,Georgia,Silver,self-employed,Other,1.0,1035.28
1343,3/18/2020,152531,Female,68.0,Single,Connecticut,Missing,Employees,Other,0.0,2420.7
1344,3/18/2020,152532,Male,54.0,Married,Florida,Basic,Employees,PayPal,1.0,1012.36
1345,3/20/2020,152533,Male,38.0,Married,Pennsylvania,Silver,Employees,Card,,774.74
1346,3/20/2020,152534,Female,72.0,Single,Tennessee,Missing,self-employed,PayPal,0.0,238.21
1347,3/20/2020,152535,Male,32.0,Single,Arkansas,Basic,Unemployment,PayPal,0.0,2546.71
1348,3/20/2020,152536,Female,34.0,Single,Missouri,Platinum,Unemployment,Other,0.0,2655.2
1349,3/20/2020,152537,Female,52.0,Married,Ohio,Basic,Employees,Card,1.0,2772.71
1350,3/21/2020,152538,Male,38.0,Married,Washington,Gold,self-employed,PayPal,1.0,1714.81
1351,3/21/2020,152539,Male,65.0,Married,Maine,Basic,Employees,PayPal,,944.48
1352,3/22/2020,152540,Female,32.0,Single,Ohio,Silver,Employees,Other,,1969.64
1353,3/23/2020,152541,Female,28.0,Single,Illinois,Platinum,Employees,Card,1.0,1105.48
1354,3/23/2020,152542,Female,50.0,Single,New Hampshire,Missing,self-employed,PayPal,0.0,2541.8
1355,3/23/2020,152543,Female,47.0,Married,Tennessee,Silver,Employees,Card,1.0,1735.23
1356,3/23/2020,152544,Female,32.0,Married,Kentucky,Basic,self-employed,PayPal,0.0,2940.55
1357,3/24/2020,152545,Female,68.0,Single,Missouri,Missing,Unemployment,Card,1.0,2401.06
1358,3/24/2020,152546,Male,55.0,Married,Arizona,Basic,Unemployment,Card,0.0,1855.15
1359,3/24/2020,152547,Male,25.0,Single,West Virginia,Basic,Employees,PayPal,1.0,450.85
1360,3/24/2020,152548,Female,21.0,Single,Massachusetts,Silver,workers,PayPal,1.0,283.61
1361,3/24/2020,152549,Female,32.0,Married,Florida,Basic,Unemployment,Card,1.0,200.88
1362,3/24/2020,152550,Female,71.0,Single,Kentucky,Silver,self-employed,PayPal,0.0,1364.29
1363,3/25/2020,152551,Female,77.0,Single,Georgia,Platinum,workers,Other,1.0,1844.08
1364,3/25/2020,152552,Male,38.0,Married,Illinois,Missing,workers,Other,1.0,
1365,3/25/2020,152553,Male,47.0,Married,North Carolina,Basic,workers,Card,0.0,1877.79
1366,3/26/2020,152554,Female,49.0,Single,Connecticut,Basic,Employees,Card,1.0,485.26
1367,3/26/2020,152555,Female,61.0,Single,Maine,Basic,workers,Other,1.0,250.49
1368,3/27/2020,152556,Female,77.0,Single,Texas,Basic,Employees,Card,1.0,1838.09
1369,3/27/2020,152557,Female,17.0,Single,Alabama,Platinum,workers,Other,1.0,1578.58
1370,3/27/2020,152558,Male,77.0,Married,Colorado,Missing,self-employed,Card,0.0,2826.56
1371,3/27/2020,152559,Female,19.0,Married,Washington,Silver,Employees,Other,0.0,2730.17
1372,3/29/2020,152560,Male,38.0,Single,Nebraska,Platinum,self-employed,PayPal,1.0,
1373,3/30/2020,152561,Female,60.0,Single,Montana,Silver,self-employed,Card,,428.95
1374,3/30/2020,152562,Female,59.0,Married,Wisconsin,Basic,workers,PayPal,0.0,123.42
1375,3/31/2020,152563,Male,45.0,Married,Kansas,Basic,workers,Card,1.0,2534.05
1376,3/31/2020,152564,Female,36.0,Single,Washington,Basic,workers,Card,1.0,590.22
1377,3/31/2020,152565,Male,45.0,Married,Illinois,Basic,workers,Other,0.0,1364.74
1378,3/31/2020,152566,Male,58.0,Married,Maine,Basic,Employees,PayPal,1.0,76.54
1379,3/31/2020,152567,Male,77.0,Married,Virginia,Gold,workers,PayPal,1.0,426.6
1380,4/1/2020,152568,Male,55.0,Married,New York,Basic,self-employed,PayPal,0.0,1112.58
1381,4/1/2020,152569,Female,48.0,Single,Minnesota,Basic,workers,Card,1.0,1689.39
1382,4/1/2020,152570,Female,68.0,Married,Delaware,Basic,Employees,PayPal,0.0,228.12
1383,4/2/2020,152571,Female,24.0,Single,West Virginia,Basic,Employees,Card,1.0,1141.44
1384,4/3/2020,152572,Female,49.0,Single,Colorado,Gold,Employees,Other,1.0,840.99
1385,4/3/2020,152573,Female,66.0,Married,Texas,Platinum,workers,PayPal,0.0,1152.59
1386,4/4/2020,152574,Female,32.0,Married,Hawaii,Basic,Employees,Card,1.0,857.79
1387,4/4/2020,152575,Male,15.0,Married,Illinois,Platinum,self-employed,Card,1.0,2417.48
1388,4/4/2020,152576,Female,26.0,Married,South Dakota,Basic,Employees,PayPal,0.0,256.89
1389,4/5/2020,152577,Male,16.0,Married,Wyoming,Gold,self-employed,Card,0.0,714.17
1390,4/5/2020,152578,Female,21.0,Single,Oklahoma,Gold,workers,PayPal,1.0,
1391,4/5/2020,152579,Female,71.0,Married,Nevada,Platinum,Employees,PayPal,0.0,1561.04
1392,4/5/2020,152580,Male,60.0,Married,Maine,Platinum,Unemployment,Card,0.0,
1393,4/6/2020,152581,Female,18.0,Married,Arkansas,Missing,Employees,PayPal,0.0,754.73
1394,4/6/2020,152582,Male,41.0,Married,Pennsylvania,Basic,self-employed,Other,1.0,2865.28
1395,4/7/2020,152583,Female,75.0,Married,Kentucky,Basic,,PayPal,0.0,2854.02
1396,4/7/2020,152584,Female,16.0,Single,Idaho,Basic,workers,Other,0.0,1794.19
1397,4/8/2020,152585,Female,44.0,Single,Oklahoma,Platinum,Employees,PayPal,,2475.49
1398,4/8/2020,152586,Male,69.0,Married,Indiana,Basic,Employees,PayPal,0.0,1898.75
1399,4/9/2020,152587,Female,33.0,Single,Kentucky,Basic,Unemployment,Card,0.0,669.93
1400,4/9/2020,152588,Female,36.0,Single,California,Basic,self-employed,PayPal,1.0,393.94
1401,4/9/2020,152589,Female,19.0,Single,Montana,Gold,Employees,PayPal,1.0,214.11
1402,4/11/2020,152590,Male,20.0,Single,Wyoming,Basic,Employees,PayPal,0.0,
1403,4/11/2020,152591,Female,,Married,Pennsylvania,Basic,workers,PayPal,1.0,962.34
1404,4/11/2020,152592,Male,41.0,Single,Washington,Basic,workers,Other,0.0,714.35
1405,4/11/2020,152593,Male,65.0,Single,Utah,Platinum,self-employed,Card,1.0,
1406,4/12/2020,152594,Female,49.0,Married,Louisiana,Platinum,Employees,PayPal,0.0,2846.0
1407,4/13/2020,152595,Male,64.0,Single,Indiana,Basic,Employees,PayPal,,268.19
1408,4/13/2020,152596,Male,60.0,Married,Oregon,Basic,Employees,Other,1.0,2491.1
1409,4/13/2020,152597,Male,51.0,Single,Louisiana,Gold,self-employed,PayPal,1.0,1493.06
1410,4/13/2020,152598,Male,56.0,Married,Hawaii,Silver,workers,PayPal,1.0,1239.01
1411,4/13/2020,152599,Female,28.0,Married,Massachusetts,Basic,Employees,Card,0.0,1398.36
1412,4/14/2020,152600,Male,64.0,Single,Washington,Platinum,Employees,Card,0.0,
1413,4/14/2020,152601,Male,74.0,Married,Kansas,Platinum,self-employed,Other,0.0,473.24
1414,4/14/2020,152602,Male,28.0,Married,Washington,Silver,Unemployment,Card,1.0,292.45
1415,4/14/2020,152603,Male,58.0,Single,Idaho,Basic,self-employed,Other,1.0,741.93
1416,4/15/2020,152604,Male,20.0,Single,Wyoming,Basic,workers,PayPal,1.0,2582.51
1417,4/15/2020,152605,Female,21.0,Single,California,Silver,workers,Other,1.0,977.61
1418,4/15/2020,152606,Female,34.0,Married,Massachusetts,Basic,Employees,PayPal,0.0,247.8
1419,4/16/2020,152607,Female,57.0,Married,Iowa,Basic,workers,Other,1.0,402.66
1420,4/16/2020,152608,Female,35.0,Single,Colorado,Gold,Employees,PayPal,1.0,395.99
1421,4/17/2020,152609,Female,58.0,Married,Colorado,Basic,workers,PayPal,1.0,2903.98
1422,4/17/2020,152610,Male,37.0,Single,Illinois,Platinum,self-employed,Card,1.0,1583.01
1423,4/17/2020,152611,Female,51.0,Married,New Jersey,Silver,workers,PayPal,0.0,1665.44
1424,4/18/2020,152612,Female,73.0,Married,Minnesota,Missing,self-employed,PayPal,1.0,2774.5
1425,4/18/2020,152613,Female,42.0,Married,Oregon,Silver,Unemployment,Card,1.0,2659.77
1426,4/18/2020,152614,Female,33.0,Married,Oregon,Basic,workers,PayPal,,626.92
1427,4/19/2020,152615,Male,50.0,Married,New Hampshire,Gold,self-employed,PayPal,1.0,586.68
1428,4/19/2020,152616,Female,18.0,Married,Delaware,Silver,workers,Card,0.0,
1429,4/19/2020,152617,Male,71.0,Married,Mississippi,Basic,Employees,Other,1.0,810.74
1430,4/20/2020,152618,Female,42.0,Married,Illinois,Platinum,workers,Card,1.0,557.7
1431,4/20/2020,152619,Male,75.0,Married,New York,Platinum,workers,PayPal,1.0,815.59
1432,4/20/2020,152620,Female,29.0,Single,New York,Missing,self-employed,PayPal,0.0,1565.0
1433,4/21/2020,152621,Male,38.0,Married,New Mexico,Platinum,Employees,Card,1.0,2469.32
1434,4/21/2020,152622,Female,48.0,Single,Illinois,Basic,Employees,Other,0.0,2790.76
1435,4/21/2020,152623,Male,61.0,Married,North Dakota,Basic,workers,PayPal,1.0,1198.33
1436,4/21/2020,152624,Male,37.0,Married,North Carolina,Basic,Employees,PayPal,1.0,1847.18
1437,4/22/2020,152625,Female,44.0,Single,Arizona,Basic,Employees,Other,1.0,2873.01
1438,4/23/2020,152626,Female,,Single,Florida,Basic,Employees,PayPal,1.0,644.43
1439,4/24/2020,152627,Female,33.0,Single,Arkansas,Silver,self-employed,Other,0.0,2721.75
1440,4/25/2020,152628,Female,63.0,Single,Minnesota,Basic,self-employed,Card,0.0,2562.56
1441,4/26/2020,152629,Female,27.0,Married,Illinois,Platinum,workers,PayPal,0.0,693.59
1442,4/27/2020,152630,Female,50.0,Single,Utah,Basic,Employees,Card,0.0,952.25
1443,4/27/2020,152631,Male,41.0,Single,California,Basic,Employees,PayPal,0.0,224.65
1444,4/28/2020,152632,Female,73.0,Single,Nebraska,Silver,workers,Card,0.0,164.69
1445,4/28/2020,152633,Female,53.0,Married,Minnesota,Basic,self-employed,PayPal,0.0,1957.02
1446,4/29/2020,152634,Male,55.0,Married,Wyoming,Basic,workers,PayPal,1.0,2976.07
1447,4/29/2020,152635,Male,53.0,Married,Delaware,Silver,self-employed,PayPal,0.0,1344.45
1448,4/29/2020,152636,Male,39.0,Single,Colorado,Platinum,Employees,Other,,2552.31
1449,4/29/2020,152637,Female,55.0,Married,Mississippi,Basic,Employees,Card,1.0,720.13
1450,4/29/2020,152638,Male,70.0,Married,South Carolina,Basic,Employees,PayPal,0.0,2793.46
1451,4/29/2020,152639,Female,22.0,Single,Arkansas,Gold,self-employed,Card,0.0,242.49
1452,4/30/2020,152640,Female,45.0,Single,Connecticut,Platinum,Employees,PayPal,0.0,2511.86
1453,4/30/2020,152641,Female,18.0,Single,Missouri,Silver,Unemployment,Card,1.0,
1454,5/1/2020,152642,Female,39.0,Married,Hawaii,Gold,Employees,Card,0.0,324.4
1455,5/1/2020,152643,Female,27.0,Single,New York,Platinum,workers,PayPal,0.0,386.88
1456,5/3/2020,152644,Male,33.0,Single,South Dakota,Basic,workers,Other,0.0,409.17
1457,5/3/2020,152645,Female,47.0,Married,Utah,Silver,Employees,PayPal,0.0,147.56
1458,5/3/2020,152646,Male,21.0,Single,Mississippi,Platinum,Unemployment,PayPal,1.0,2921.43
1459,5/3/2020,152647,Male,61.0,Single,Idaho,Missing,workers,Card,1.0,2677.17
1460,5/5/2020,152648,Female,75.0,Single,Maine,Missing,self-employed,PayPal,,234.49
1461,5/5/2020,152649,Male,28.0,Married,Pennsylvania,Silver,workers,PayPal,0.0,682.37
1462,5/5/2020,152650,Male,64.0,Married,Illinois,Basic,workers,Card,1.0,1183.79
1463,5/5/2020,152651,Female,72.0,Married,Rhode Island,Silver,Employees,PayPal,1.0,891.19
1464,5/5/2020,152652,Male,17.0,Single,Kentucky,Silver,Unemployment,PayPal,1.0,1809.36
1465,5/6/2020,152653,Male,67.0,Married,New Hampshire,Basic,Employees,PayPal,1.0,1838.74
1466,5/7/2020,152654,Female,16.0,Married,Massachusetts,Silver,workers,PayPal,1.0,950.46
1467,5/7/2020,152655,Female,72.0,Married,Mississippi,Basic,self-employed,PayPal,1.0,348.16
1468,5/7/2020,152656,Female,37.0,Married,New York,Basic,Employees,Card,0.0,2003.85
1469,5/7/2020,152657,Male,52.0,Married,Kentucky,Platinum,workers,Other,1.0,1040.72
1470,5/7/2020,152658,Male,17.0,Married,South Carolina,Gold,Employees,Card,1.0,580.48
1471,5/8/2020,152659,Male,27.0,Married,Florida,Gold,self-employed,PayPal,1.0,1877.91
1472,5/8/2020,152660,Female,35.0,Single,Connecticut,Platinum,Employees,Other,0.0,1141.54
1473,5/9/2020,152661,Male,57.0,Single,North Carolina,Silver,workers,PayPal,0.0,1919.51
1474,5/9/2020,152662,Female,76.0,Single,Illinois,Silver,Employees,PayPal,1.0,
1475,5/10/2020,152663,Female,33.0,Single,Louisiana,Platinum,Employees,Card,1.0,1859.43
1476,5/11/2020,152664,Female,28.0,Single,Illinois,Basic,self-employed,Card,,2436.86
1477,5/11/2020,152665,Female,54.0,Married,Delaware,Basic,workers,PayPal,1.0,1826.02
1478,5/11/2020,152666,Male,42.0,Single,Kansas,Silver,self-employed,PayPal,1.0,1763.71
1479,5/12/2020,152667,Male,59.0,Single,Kentucky,Platinum,workers,Card,1.0,969.93
1480,5/12/2020,152668,Female,72.0,Married,Oregon,Missing,Employees,Card,1.0,1113.41
1481,5/12/2020,152669,Female,45.0,Married,Wyoming,Platinum,workers,Card,0.0,56.06
1482,5/13/2020,152670,Female,76.0,Married,Oregon,Basic,workers,PayPal,0.0,1476.77
1483,5/13/2020,152671,Male,22.0,Married,Maine,Basic,self-employed,PayPal,0.0,2648.71
1484,5/13/2020,152672,Female,28.0,Married,Alabama,Platinum,self-employed,Other,1.0,1424.7
1485,5/13/2020,152673,Male,72.0,Married,Colorado,Basic,workers,PayPal,1.0,
1486,5/13/2020,152674,Male,37.0,Married,Connecticut,Silver,self-employed,PayPal,1.0,2940.37
1487,5/13/2020,152675,Female,43.0,Married,Iowa,Silver,workers,Card,1.0,1889.07
1488,5/14/2020,152676,Male,16.0,Married,Nevada,Basic,self-employed,Other,1.0,1047.63
1489,5/14/2020,152677,Female,62.0,Married,New Hampshire,Basic,self-employed,Other,1.0,1914.37
1490,5/15/2020,152678,Male,76.0,Single,Colorado,Silver,Unemployment,PayPal,,1364.23
1491,5/15/2020,152679,Female,64.0,Single,North Carolina,Silver,self-employed,PayPal,1.0,1276.36
1492,5/15/2020,152680,Female,16.0,Married,Tennessee,Basic,Employees,PayPal,1.0,701.22
1493,5/15/2020,152681,Male,71.0,Married,New Mexico,Gold,Unemployment,Other,1.0,540.65
1494,5/17/2020,152682,Female,36.0,Single,Texas,Basic,workers,Card,0.0,1943.78
1495,5/17/2020,152683,Female,24.0,Married,North Dakota,Basic,workers,Other,0.0,192.45
1496,5/18/2020,152684,Male,61.0,Single,North Carolina,Basic,Employees,Card,,
1497,5/18/2020,152685,Female,62.0,Married,Mississippi,Silver,workers,Other,1.0,31.13
1498,5/18/2020,152686,Male,37.0,Married,Arkansas,Platinum,Unemployment,PayPal,1.0,1927.09
